rank,label,sample_count,selected,tier,super_category
1663,电热饭盒,1147,False,,"Nồi, chảo & đồ nấu ăn"
1664,米桶/米缸,1146,False,,Khác / chưa xác định
1665,密封件,1145,False,,Khác / chưa xác định
1666,腰果,1145,False,,Khác / chưa xác định
1667,喜字/剪纸/贴纸,1144,False,,Đồ thủ công & mỹ thuật
1668,电热管,1144,False,,"Nồi, chảo & đồ nấu ăn"
1669,门禁智能卡,1144,False,,Khác / chưa xác định
1670,液压冲孔机/切排机,1143,True,medium,Máy móc công nghiệp
1671,农用薄膜,1142,False,,Khác / chưa xác định
1672,数码摄像机,1140,False,,Camera & nhiếp ảnh
1673,装饰挂牌,1140,False,,Khác / chưa xác định
1674,拳击手套,1138,True,medium,"Mũ, khăn & găng tay"
1675,身体护理套装,1138,False,,Chăm sóc cơ thể
1676,闸阀,1138,False,,Khác / chưa xác định
1677,保鲜盒,1137,False,,Dụng cụ nhà bếp
1678,时尚烟灰缸,1137,False,,Đồ dùng hút thuốc
1679,牙签盒,1137,False,,Khác / chưa xác định
1680,酒塞,1137,False,,Khác / chưa xác định
1681,护臀膏,1136,False,,Khác / chưa xác định
1682,桌布/桌旗/桌椅套/椅垫,1136,False,,"Rèm, thảm & vải gia dụng"
1683,骑士护具,1135,False,,Sức khỏe & thiết bị y tế
1684,纱窗,1134,False,,Khác / chưa xác định
1685,头盔,1131,False,,Khác / chưa xác định
1686,夹心巧克力,1131,False,,Khác / chưa xác định
1687,置地/升降晾晒衣架,1131,False,,Khác / chưa xác định
1688,风管,1129,False,,Khác / chưa xác định
1689,裤架,1128,False,,Khác / chưa xác định
1690,隔音棉,1128,False,,Khác / chưa xác định
1691,马尾,1128,False,,Khác / chưa xác định
1692,U型枕,1127,False,,Khác / chưa xác định
1693,导轨,1127,False,,Khác / chưa xác định
1694,鼻帖,1127,False,,Khác / chưa xác định
1695,护墙角,1125,False,,Khác / chưa xác định
1696,瓷砖胶,1125,False,,Vật liệu xây dựng
1697,家用梯,1124,False,,Khác / chưa xác định
1698,滚筒刷,1123,False,,Khác / chưa xác định
1699,角磨机,1123,False,,Khác / chưa xác định
1700,礼花/礼炮,1121,False,,Khác / chưa xác định
1701,便携购物车,1120,False,,Khác / chưa xác định
1702,胶棒,1120,False,,Khác / chưa xác định
1703,电感器,1118,False,,Khác / chưa xác định
1704,钢丝钳,1118,False,,Khác / chưa xác định
1705,筋膜枪,1117,False,,Khác / chưa xác định
1706,铰链,1117,False,,Khác / chưa xác định
1707,学生书包,1116,False,,Túi xách & vali
1708,POP广告纸/爆炸贴,1114,False,,Khác / chưa xác định
1709,游戏掌机,1114,False,,Khác / chưa xác định
1710,保鲜盖,1113,False,,Khác / chưa xác định
1711,车用吸尘器,1113,False,,Thiết bị gia dụng nhỏ
1712,锅铲,1112,False,,Dụng cụ nhà bếp
1713,定制走入式衣柜,1111,False,,Tủ & kệ lưu trữ
1714,指甲剪,1111,False,,Khác / chưa xác định
1715,电推剪,1111,False,,Khác / chưa xác định
1716,卡包/证件包,1110,False,,Túi xách & vali
1717,弹簧,1110,False,,Khác / chưa xác định
1718,凭证,1109,False,,Khác / chưa xác định
1719,空调罩,1109,False,,Điện lạnh & điều hòa
1720,篮球袜,1109,False,,Thể thao bóng
1721,HID氙气灯,1108,False,,Khác / chưa xác định
1722,乐器教学,1106,False,,Âm thanh & nhạc cụ
1723,山地自行车,1104,False,,Xe đạp & xe điện
1724,通用电池充电套装,1104,False,,Khác / chưa xác định
1725,除尘掸,1103,False,,Khác / chưa xác định
1726,牙签筒,1102,False,,Khác / chưa xác định
1727,平板电脑支架,1100,False,,Máy tính & phụ kiện
1728,抹胸/儿童文胸,1100,False,,Đồ lót & đồ ngủ
1729,电动车挡风被,1100,False,,Xe đạp & xe điện
1730,车载旅行床,1099,False,,Nội thất phòng ngủ
1731,塑身分体套装,1098,False,,Khác / chưa xác định
1732,脚轮/万向轮,1098,False,,Khác / chưa xác định
1733,便签本/便条纸/N次贴,1097,False,,Khác / chưa xác định
1734,整理架/置物架/收纳架,1097,False,,Tủ & kệ lưu trữ
1735,电动三轮车,1097,False,,Khác / chưa xác định
1736,吊床,1096,False,,Nội thất phòng ngủ
1737,汽车音箱/低音炮,1096,False,,Âm thanh & nhạc cụ
1738,面筋制品,1095,False,,Khác / chưa xác định
1739,玻璃清洁器及配件,1094,False,,Khác / chưa xác định
1740,硬盘盒,1094,False,,Dụng cụ nhà bếp
1741,儿童座椅,1092,False,,Khác / chưa xác định
1742,游泳圈,1092,False,,Đồ bơi & thể thao nước
1743,LED指示灯/防爆灯/投光灯,1090,False,,Khác / chưa xác định
1744,电锯片,1090,False,,Dụng cụ cầm tay
1745,儿童凳,1089,False,,Khác / chưa xác định
1746,握笔器,1089,False,,Văn phòng phẩm
1747,擀面杖,1089,False,,Khác / chưa xác định
1748,枕巾,1089,False,,Khác / chưa xác định
1749,燃气热水器,1089,True,head,Nhiên liệu & phụ gia
1750,缎带/扎带,1089,False,,Khác / chưa xác định
1751,门帘,1089,False,,Khác / chưa xác định
1752,食物研磨器,1089,False,,Khác / chưa xác định
1753,车用双面胶,1087,False,,Khác / chưa xác định
1754,汽油添加剂,1086,True,medium,Nhiên liệu & phụ gia
1755,窗帘杆/罗马杆,1085,False,,"Rèm, thảm & vải gia dụng"
1756,读卡器,1085,False,,Khác / chưa xác định
1757,胎毛挂坠/挂件,1084,False,,Khác / chưa xác định
1758,枕头,1083,False,,Nội thất phòng ngủ
1759,蒲团,1083,False,,Khác / chưa xác định
1760,车用氧吧/空气净化器,1083,False,,Thiết bị gia dụng nhỏ
1761,陶笛,1083,False,,Khác / chưa xác định
1762,手帕,1080,False,,Khác / chưa xác định
1763,抄网头,1080,False,,Khác / chưa xác định
1764,电控锁,1079,False,,Khác / chưa xác định
1765,挤牙膏器,1078,False,,Chăm sóc răng miệng
1766,剥壳/去核器,1077,False,,Khác / chưa xác định
1767,多功能安全锁,1074,False,,Khác / chưa xác định
1768,沐浴桶/沐浴盆,1074,False,,Chăm sóc cơ thể
1769,冲锋裤,1072,False,,Khác / chưa xác định
1770,护垫,1071,False,,Khác / chưa xác định
1771,力娇酒/Liqueur,1070,False,,Khác / chưa xác định
1772,倒车雷达,1069,False,,Khác / chưa xác định
1773,卷纸器/纸巾架,1069,False,,Khác / chưa xác định
1774,智能音箱,1069,False,,Âm thanh & nhạc cụ
1775,应急灯,1068,False,,Khác / chưa xác định
1776,踢脚线,1067,False,,Văn phòng phẩm
1777,压缩袋,1065,False,,Khác / chưa xác định
1778,天线,1065,False,,Văn phòng phẩm
1779,童鞋/青少年鞋,1065,False,,Quần áo trẻ em
1780,外球面球轴承,1064,False,,Khác / chưa xác định
1781,成品窗帘,1064,False,,"Rèm, thảm & vải gia dụng"
1782,摇马,1064,False,,Khác / chưa xác định
1783,PLC,1063,False,,Khác / chưa xác định
1784,购物篮,1063,False,,Khác / chưa xác định
1785,瑜伽圈/普拉提圈,1061,False,,Tập luyện & thể hình
1786,苏打饼干,1061,False,,Đồ ăn vặt
1787,激光切割机,1060,False,,Khác / chưa xác định
1788,拳击沙袋,1059,False,,Khác / chưa xác định
1789,浴帘,1058,False,,Khác / chưa xác định
1790,被子,1058,True,tail,Chăn ga gối đệm
1791,机油滤芯,1056,False,,Ô tô: phụ tùng & phụ kiện
1792,呼啦圈,1055,False,,Khác / chưa xác định
1793,足浴器,1055,False,,Khác / chưa xác định
1794,地球仪,1054,False,,Khác / chưa xác định
1795,唇膜,1053,False,,Khác / chưa xác định
1796,寿眉,1053,False,,Khác / chưa xác định
1797,气动杆,1053,False,,Khác / chưa xác định
1798,吊滑,1052,False,,Khác / chưa xác định
1799,实木复合地板,1051,False,,Vật liệu xây dựng
1800,低压断路器,1050,False,,Linh kiện & thiết bị điện
1801,暖脚宝/暖垫,1050,False,,Khác / chưa xác định
1802,浴巾/吸水巾,1050,False,,"Rèm, thảm & vải gia dụng"
1803,玻璃防爆隔热膜,1050,False,,Khác / chưa xác định
1804,伤口敷料,1049,False,,Khác / chưa xác định
1805,照片墙,1049,False,,Khác / chưa xác định
1806,磨豆机,1049,False,,Khác / chưa xác định
1807,粘钩,1049,False,,Khác / chưa xác định
1808,温控仪,1048,False,,Khác / chưa xác định
1809,缝纫机,1048,False,,Khác / chưa xác định
1810,车用天线,1048,False,,Văn phòng phẩm
1811,反光安全服,1047,False,,Khác / chưa xác định
1812,功放板,1046,False,,Thiết bị điện tử gia đình
1813,橱柜灯,1046,False,,Khác / chưa xác định
1814,车牌架/牌照托,1046,False,,Khác / chưa xác định
1815,游戏围栏,1045,False,,Khác / chưa xác định
1816,闭门器,1045,False,,Khác / chưa xác định
1817,电蒸锅/台式电蒸箱/肠粉机,1044,False,,Khác / chưa xác định
1818,门吸,1044,False,,Khác / chưa xác định
1819,DIY/数字油画,1043,False,,Đồ trang trí nhà cửa
1820,抄网杆,1043,False,,Khác / chưa xác định
1821,棉签/棉棒/棉包,1043,False,,Khác / chưa xác định
1822,玻璃刀,1043,False,,Khác / chưa xác định
1823,婴童凉席系列,1042,False,,Khác / chưa xác định
1824,家具连接件,1042,False,,Khác / chưa xác định
1825,拉链,1042,False,,Khác / chưa xác định
1826,儿童MP3/故事机,1041,False,,Khác / chưa xác định
1827,车用水杯架/饮料架,1039,False,,Bình nước & đồ uống
1828,LED灯珠/发光二级管,1038,False,,Khác / chưa xác định
1829,电链锯,1038,True,medium,Dụng cụ cầm tay
1830,衣物用刷,1038,False,,Khác / chưa xác định
1831,饰品架/柜,1036,False,,Khác / chưa xác định
1832,照明器材,1035,False,,Đèn & chiếu sáng
1833,男士护理套装,1035,False,,Khác / chưa xác định
1834,多功能刀,1034,False,,Khác / chưa xác định
1835,点火线圈,1034,False,,Khác / chưa xác định
1836,基底精油,1033,False,,Nước hoa & hương thơm
1837,收纳凳,1033,False,,Khác / chưa xác định
1838,气泡膜,1033,False,,Khác / chưa xác định
1839,蹦床,1033,False,,Nội thất phòng ngủ
1840,户外旗杆,1032,True,tail,Cắm trại & dã ngoại
1841,架子鼓/爵士鼓,1032,False,,Khác / chưa xác định
1842,电剪,1031,False,,Khác / chưa xác định
1843,口罩（器械）,1029,False,,"Mũ, khăn & găng tay"
1844,商用厨师机/和面机,1029,False,,Thiết bị thương mại
1845,防护手套,1029,False,,"Mũ, khăn & găng tay"
1846,碰珠,1028,False,,Khác / chưa xác định
1847,仰卧板/健腹板,1027,False,,Khác / chưa xác định
1848,仿真花,1027,False,,Đồ trang trí nhà cửa
1849,佛柜/佛龛,1027,False,,Đồ dùng tôn giáo & phong thủy
1850,笔记本键盘保护膜,1027,True,tail,Dụng cụ nhà bếp
1851,理线器/集线器/绕线器,1026,False,,Khác / chưa xác định
1852,电动玩具枪,1025,False,,Đồ chơi mô hình & điều khiển
1853,电子琴玩具/儿童电子琴,1025,False,,Âm thanh & nhạc cụ
1854,防晒袖套,1025,False,,Chăm sóc da mặt
1855,水箱,1024,False,,Khác / chưa xác định
1856,连接线,1024,False,,Văn phòng phẩm
1857,抬头显示/HUD,1022,False,,Khác / chưa xác định
1858,摩登舞套装(含演出服),1021,False,,Đồng phục & trang phục biểu diễn
1859,洗漱杯,1021,False,,Khác / chưa xác định
1860,多功能玩具台/游戏桌,1020,False,,Đồ chơi mô hình & điều khiển
1861,眼罩,1020,False,,Khác / chưa xác định
1862,鱼缸水质稳定剂,1020,False,,Khác / chưa xác định
1863,梳妆凳,1019,False,,Khác / chưa xác định
1864,缝纫DIY工具套装,1019,False,,Đồ thủ công & mỹ thuật
1865,视力保护器,1019,False,,Khác / chưa xác định
1866,百洁布,1018,False,,Khác / chưa xác định
1867,杏仁/杏干,1017,False,,Khác / chưa xác định
1868,毛边纸,1017,False,,Khác / chưa xác định
1869,车载冰箱/保温箱,1017,False,,Điện lạnh & điều hòa
1870,新娘手捧花,1016,False,,Đồ cưới & trang trí sự kiện
1871,花篮,1015,False,,Khác / chưa xác định
1872,面铣刀,1015,False,,Khác / chưa xác định
1873,儿童椅（原婴童）,1014,False,,Khác / chưa xác định
1874,车用显示器,1014,False,,Máy tính & phụ kiện
1875,平板卫生纸,1013,False,,Khác / chưa xác định
1876,管子割刀,1013,False,,Khác / chưa xác định
1877,水平尺,1012,False,,Khác / chưa xác định
1878,西餐勺,1011,False,,Khác / chưa xác định
1879,创意迷你植物,1010,False,,Nông nghiệp & làm vườn
1880,绳子,1010,False,,Khác / chưa xác định
1881,乐器包,1009,False,,Âm thanh & nhạc cụ
1882,洗漱包,1009,False,,Khác / chưa xác định
1883,测电笔,1009,False,,Văn phòng phẩm
1884,电动窗帘,1009,False,,"Rèm, thảm & vải gia dụng"
1885,乒乓套胶/海绵/单胶片,1008,False,,Khác / chưa xác định
1886,储物罐,1008,False,,Khác / chưa xác định
1887,挂锁,1008,False,,Khác / chưa xác định
1888,打气筒,1007,False,,Khác / chưa xác định
1889,柴油发电机,1007,False,,Máy móc công nghiệp
1890,电烙铁,1007,False,,Khác / chưa xác định
1891,转接环,1007,False,,Khác / chưa xác định
1892,车刷,1006,False,,Khác / chưa xác định
1893,咖啡勺,1005,False,,"Trà, cà phê & đồ uống"
1894,石棉瓦,1005,False,,Khác / chưa xác định
1895,冰桶,1004,False,,Khác / chưa xác định
1896,电热圈/片/盘/板,1004,False,,Dụng cụ nhà bếp
1897,工矿灯具,1003,False,,Đèn & chiếu sáng
1898,洁面皂/洁面产品,1003,False,,Chăm sóc da mặt
1899,口腔清洁,1002,False,,Chăm sóc răng miệng
1900,瑜伽球,1002,False,,Tập luyện & thể hình
1901,防抓手套/护脚/护膝,1002,False,,"Mũ, khăn & găng tay"
1902,台球杆,1001,False,,Khác / chưa xác định
1903,角柜,1000,False,,Khác / chưa xác định
1904,餐台脚,1000,False,,Khác / chưa xác định
1905,羊毛刷,999,False,,Khác / chưa xác định
1906,光纤跳线,998,False,,Văn phòng phẩm
1907,吸汗巾/垫背巾,998,False,,Khác / chưa xác định
1908,消毒机/活氧机,998,False,,Khác / chưa xác định
1909,胎压监测,998,False,,Khác / chưa xác định
1910,上下摆臂,997,False,,Khác / chưa xác định
1911,微波炉手套,997,False,,"Mũ, khăn & găng tay"
1912,刹车卡钳,996,False,,Khác / chưa xác định
1913,垃圾袋,996,False,,Khác / chưa xác định
1914,收纳箱,996,False,,Khác / chưa xác định
1915,电子变压器,996,False,,Linh kiện & thiết bị điện
1916,电脑插座,996,False,,Máy tính & phụ kiện
1917,吹风枪,995,False,,Khác / chưa xác định
1918,干发帽,995,False,,Khác / chưa xác định
1919,枕套,994,False,,Khác / chưa xác định
1920,压缩机及空调部件,993,False,,Điện lạnh & điều hòa
1921,尿片/尿垫/护垫,993,False,,Khác / chưa xác định
1922,色精,993,False,,Khác / chưa xác định
1923,西湖龙井,992,False,,Khác / chưa xác định
1924,贝类制品,992,False,,Khác / chưa xác định
1925,宠物背包,991,False,,Túi xách & vali
1926,360全景/SVC,990,False,,Khác / chưa xác định
1927,普通型合页,990,False,,Khác / chưa xác định
1928,内存,989,False,,Linh kiện máy tính
1929,吊牌,989,False,,Khác / chưa xác định
1930,营养（消化）饼干,989,False,,Đồ ăn vặt
1931,视频线/音频线/AV线,989,False,,Văn phòng phẩm
1932,乒乓底板,988,False,,Khác / chưa xác định
1933,塑焊机,988,False,,Máy móc công nghiệp
1934,定位器,987,False,,Khác / chưa xác định
1935,智能眼镜/VR设备,987,False,,Kính mắt & kính áp tròng
1936,单双杠/引体向上,986,False,,Khác / chưa xác định
1937,烘焙用纸,986,False,,Khác / chưa xác định
1938,楼梯扶手,985,False,,Khác / chưa xác định
1939,气动铆钉机,983,False,,Khác / chưa xác định
1940,水壶,983,False,,Bình nước & đồ uống
1941,电焊丝,983,False,,Khác / chưa xác định
1942,隔音耳塞,983,False,,Khác / chưa xác định
1943,封口夹,982,False,,Khác / chưa xác định
1944,挂扣,982,False,,Khác / chưa xác định
1945,挂钩,982,False,,Khác / chưa xác định
1946,浴盆,981,False,,Khác / chưa xác định
1947,牛杂类,981,False,,Khác / chưa xác định
1948,热胶枪,980,False,,Khác / chưa xác định
1949,货架附件,980,False,,Tủ & kệ lưu trữ
1950,虾,979,False,,Khác / chưa xác định
1951,前掌垫,978,False,,Khác / chưa xác định
1952,面粉筛,977,True,medium,"Gạo, mì & ngũ cốc"
1953,应急启动电源,976,False,,Linh kiện & thiết bị điện
1954,数据线,976,False,,Điện thoại & phụ kiện
1955,台湾高山茶,975,False,,"Trà, cà phê & đồ uống"
1956,浴刷,975,False,,Khác / chưa xác định
1957,信阳毛尖,974,False,,Khác / chưa xác định
1958,白兰地/Brandy,974,False,,Khác / chưa xác định
1959,睡衣上装,974,False,,Đồ lót & đồ ngủ
1960,化妆品货架,973,False,,Tủ & kệ lưu trữ
1961,车用点烟器,973,False,,Khác / chưa xác định
1962,打蛋器,971,False,,Khác / chưa xác định
1963,热电偶,970,False,,Khác / chưa xác định
1964,力量训练器械(综合型),969,False,,Khác / chưa xác định
1965,汽油滤芯,969,False,,Khác / chưa xác định
1966,喷油嘴,968,False,,Khác / chưa xác định
1967,平板电脑屏幕贴膜,968,False,,Máy tính & phụ kiện
1968,账本/账册,968,False,,Khác / chưa xác định
1969,摄影包,967,False,,Camera & nhiếp ảnh
1970,瓷砖/玻璃贴,967,False,,Vật liệu xây dựng
1971,车铃/喇叭,967,False,,Khác / chưa xác định
1972,园艺剪,966,False,,Nông nghiệp & làm vườn
1973,儿童沙发,965,False,,Nội thất phòng khách
1974,厨房纸巾,965,False,,Khác / chưa xác định
1975,牛丸/肉串,965,False,,Khác / chưa xác định
1976,自平衡电动车,965,False,,Xe đạp & xe điện
1977,任天堂 SWITCH游戏软件,964,False,,Khác / chưa xác định
1978,双面贴物器,964,False,,Khác / chưa xác định
1979,护洗袋,964,False,,Khác / chưa xác định
1980,门锁盖,964,False,,Khác / chưa xác định
1981,防撞角,964,False,,Ô tô: phụ tùng & phụ kiện
1982,剥线钳,963,False,,Khác / chưa xác định
1983,车用空气净化/清新剂,962,False,,Khác / chưa xác định
1984,桌布,961,False,,"Rèm, thảm & vải gia dụng"
1985,电焊条,960,False,,Khác / chưa xác định
1986,管道疏通器,960,False,,Dụng cụ vệ sinh nhà cửa
1987,抱枕,959,False,,"Rèm, thảm & vải gia dụng"
1988,方向拉杆部件,959,False,,Khác / chưa xác định
1989,线孔盖,959,False,,Khác / chưa xác định
1990,育苗盘/营养钵,959,False,,Dụng cụ nhà bếp
1991,保温包,958,False,,Khác / chưa xác định
1992,酒具套件,958,False,,Bình nước & đồ uống
1993,兔兔干草,957,False,,Khác / chưa xác định
1994,铲子,956,False,,Khác / chưa xác định
1995,沙滩裤,955,False,,Khác / chưa xác định
1996,别针/回形针,954,False,,Khác / chưa xác định
1997,刹车泵（ABS）,954,False,,Khác / chưa xác định
1998,文房墨汁,954,False,,Khác / chưa xác định
1999,空气滤芯,954,False,,Khác / chưa xác định
2000,防护服,954,False,,Bảo hộ lao động
2001,马桶刷/厕所刷,953,False,,Thiết bị phòng tắm
2002,健身球/保健球,952,False,,Tập luyện & thể hình
2003,生羊肉,952,False,,Khác / chưa xác định
2004,齿轮减速机,952,False,,Khác / chưa xác định
2005,软木板/照片板/毛毡板,951,False,,Khác / chưa xác định
2006,烙铁/电焊头,950,False,,Khác / chưa xác định
2007,烧烤网,950,False,,Khác / chưa xác định
2008,高尔夫球,950,False,,Thể thao bóng
2009,电热敷盐包,949,False,,"Nồi, chảo & đồ nấu ăn"
2010,硝化细菌,949,False,,Khác / chưa xác định
2011,面扑/粉扑,949,False,,Khác / chưa xác định
2012,电动四轮车,948,False,,Khác / chưa xác định
2013,烧烤刷,947,False,,Khác / chưa xác định
2014,发饰,946,False,,Khác / chưa xác định
2015,太极鞋,946,False,,Khác / chưa xác định
2016,蟹类制品,946,False,,Khác / chưa xác định
2017,锅盖架,946,False,,Khác / chưa xác định
2018,风琴包/事务包,946,False,,Khác / chưa xác định
2019,钓鱼椅、凳,945,True,tail,Câu cá & săn bắn
2020,单电微单,944,False,,Khác / chưa xác định
2021,整体楼梯,944,False,,Khác / chưa xác định
2022,圣诞礼品,943,False,,Quà tặng & đồ lưu niệm
2023,贴纸/贴膜,943,False,,Văn phòng phẩm
2024,屏风,941,False,,Khác / chưa xác định
2025,热水瓶,941,False,,Khác / chưa xác định
2026,竹炭包/炭盒/活性炭,941,False,,Khác / chưa xác định
2027,创意/设计玩具,940,False,,Đồ chơi mô hình & điều khiển
2028,高尔夫鞋,939,False,,Thể thao bóng
2029,一次性内裤,938,False,,Đồ lót & đồ ngủ
2030,促销架/促销车,938,False,,Khác / chưa xác định
2031,篮球架/篮球框,938,False,,Thể thao bóng
2032,综合布线,938,False,,Văn phòng phẩm
2033,灭蚊灯/吸蚊机/灭蝇灯,937,False,,Khác / chưa xác định
2034,骑行眼镜/风镜,936,False,,Kính mắt & kính áp tròng
2035,眼部清洁,935,False,,Khác / chưa xác định
2036,套管,934,False,,Khác / chưa xác định
2037,闹钟/投影钟,934,False,,Đồng hồ
2038,仿真果蔬,933,False,,Khác / chưa xác định
2039,电工维修工具,933,False,,Khác / chưa xác định
2040,MINI按摩器/按摩贴,932,False,,Sức khỏe & thiết bị y tế
2041,紫菜,932,False,,Khác / chưa xác định
2042,剥蒜器/压蒜器,931,False,,Khác / chưa xác định
2043,定时器,931,False,,Khác / chưa xác định
2044,杯子,931,False,,Khác / chưa xác định
2045,滴眼液、护眼用品,930,False,,Khác / chưa xác định
2046,木蜡油,929,False,,Khác / chưa xác định
2047,管夹,929,False,,Khác / chưa xác định
2048,软壳衣,929,False,,Khác / chưa xác định
2049,健脾益肾,928,False,,Khác / chưa xác định
2050,悠悠(溜溜)球,927,False,,Khác / chưa xác định
2051,网络高清播放器,927,False,,Khác / chưa xác định
2052,包饺子器,926,False,,Khác / chưa xác định
2053,家用雨伞架,926,False,,Khác / chưa xác định
2054,橙,926,False,,Khác / chưa xác định
2055,空调滤芯,926,False,,Điện lạnh & điều hòa
2056,轴承,926,False,,Khác / chưa xác định
2057,交换机,924,False,,Khác / chưa xác định
2058,机用锯条,924,False,,Dụng cụ cầm tay
2059,花露水,924,False,,Khác / chưa xác định
2060,束发带,923,False,,Khác / chưa xác định
2061,水性木器漆,923,False,,Khác / chưa xác định
2062,深沟球轴承,923,False,,Khác / chưa xác định
2063,袖/腿套/束管带,923,False,,Khác / chưa xác định
2064,手工串珠/穿珠/首饰编织,922,False,,Trang sức
2065,装饰坐盘/挂盘,921,False,,Dụng cụ nhà bếp
2066,宣传栏,920,False,,Khác / chưa xác định
2067,浴室角架/置物架,920,False,,Tủ & kệ lưu trữ
2068,干贝/瑶柱,919,False,,Khác / chưa xác định
2069,微波炉罩,919,False,,Thiết bị gia dụng nhỏ
2070,叠叠圈/叠套玩具,917,False,,Đồ chơi mô hình & điều khiển
2071,椅垫,917,False,,Khác / chưa xác định
2072,电茶炉/煮茶器/奶茶机,917,False,,"Trà, cà phê & đồ uống"
2073,防蚊贴/防蚊手环,917,False,,Khác / chưa xác định
2074,指甲钳,916,False,,Khác / chưa xác định
2075,沙滩外套,916,False,,Áo khoác & trang phục giữ ấm
2076,内衣收纳盒,915,False,,Khác / chưa xác định
2077,暖手宝,915,False,,Khác / chưa xác định
2078,肚围/护脐带,915,False,,Khác / chưa xác định
2079,轮胎维修工具,915,False,,Ô tô: phụ tùng & phụ kiện
2080,量勺,915,False,,Khác / chưa xác định
2081,圣诞树,914,False,,Khác / chưa xác định
2082,大班椅/老板椅,914,False,,Khác / chưa xác định
2083,按压式饮水器,914,False,,Khác / chưa xác định
2084,摩托车机油,913,False,,Ô tô: phụ tùng & phụ kiện
2085,主板,912,False,,Linh kiện máy tính
2086,增压器,912,False,,Khác / chưa xác định
2087,传动带,911,False,,Khác / chưa xác định
2088,砂带机,911,False,,Khác / chưa xác định
2089,防盗窗,911,False,,Khác / chưa xác định
2090,饭盒袋,911,False,,Khác / chưa xác định
2091,POP广告用品,910,False,,Khác / chưa xác định
2092,茶道/香炉,910,False,,Đồ dùng tôn giáo & phong thủy
2093,发电机,909,False,,Máy móc công nghiệp
2094,斩骨刀,908,False,,Khác / chưa xác định
2095,扩孔钻,906,False,,Khác / chưa xác định
2096,超声波驱蚊器/电子驱蚊器,905,False,,Khác / chưa xác định
2097,工装鞋,904,False,,Khác / chưa xác định
2098,怀表,904,False,,Khác / chưa xác định
2099,管堵,904,False,,Khác / chưa xác định
2100,培训椅（新增）,903,True,head,Dịch vụ & vé
2101,摩托车尾翼,903,False,,Ô tô: phụ tùng & phụ kiện
2102,开关电源,902,False,,Linh kiện & thiết bị điện
2103,旅行装/体验装,902,False,,Khác / chưa xác định
2104,秋千,902,False,,Đồ chơi ngoài trời
2105,门挡,901,False,,Khác / chưa xác định
2106,面镜,901,False,,Khác / chưa xác định
2107,生蚝,900,False,,Khác / chưa xác định
2108,电子琴,900,False,,Âm thanh & nhạc cụ
2109,空调控制面板,900,False,,Điện lạnh & điều hòa
2110,舞蹈鞋,900,False,,Khác / chưa xác định
2111,商用冰淇淋/甜筒/雪糕机,898,False,,Thiết bị thương mại
2112,手脚印,898,False,,Khác / chưa xác định
2113,图文信息/采集卡,897,False,,Khác / chưa xác định
2114,手把,897,False,,Khác / chưa xác định
2115,收发器,897,False,,Khác / chưa xác định
2116,智能儿童手表,896,False,,Đồng hồ
2117,电动批头,896,False,,Khác / chưa xác định
2118,胶带,895,False,,Văn phòng phẩm
2119,马桶套/马桶座圈,895,False,,Thiết bị phòng tắm
2120,乒乓球,894,False,,Thể thao bóng
2121,移动硬盘,894,False,,Dụng cụ nhà bếp
2122,沙滩车,893,False,,Khác / chưa xác định
2123,钢琴罩,893,False,,Âm thanh & nhạc cụ
2124,五金工具箱,890,False,,Dụng cụ cầm tay
2125,推拉力计,890,False,,Khác / chưa xác định
2126,杯子套装/情侣对杯,890,False,,Khác / chưa xác định
2127,刨冰/碎冰/冰沙机,889,False,,Khác / chưa xác định
2128,厨房置物架/角架,889,False,,Tủ & kệ lưu trữ
2129,同学录/纪念册,889,False,,Khác / chưa xác định
2130,煮蛋器/蒸蛋器,889,False,,Khác / chưa xác định
2131,电扇/风扇防尘罩,889,False,,Điện lạnh & điều hòa
2132,挂钩/粘钩,888,False,,Khác / chưa xác định
2133,逆变器,888,False,,Khác / chưa xác định
2134,沐浴球,887,False,,Chăm sóc cơ thể
2135,凉席/竹席/藤席/草席/牛皮席,886,False,,Khác / chưa xác định
2136,创意玩偶,884,True,tail,Búp bê & đồ chơi nhập vai
2137,围棋,884,False,,Khác / chưa xác định
2138,眼贴,884,False,,Khác / chưa xác định
2139,解放鞋/回力鞋/帆布鞋,884,False,,Giày nữ
2140,运动POLO衫,884,False,,Áo nam
2141,空气循环扇,883,False,,Khác / chưa xác định
2142,工艺船,882,False,,Khác / chưa xác định
2143,杯架,882,False,,Khác / chưa xác định
2144,全套勺铲,881,False,,Khác / chưa xác định
2145,暖气片/散热器,881,True,medium,Linh kiện máy tính
2146,美腿机/腿部训练器,881,False,,Khác / chưa xác định
2147,笔记本屏幕贴膜,880,False,,Máy tính & phụ kiện
2148,供桌,879,False,,Khác / chưa xác định
2149,整理隔板,879,False,,Khác / chưa xác định
2150,口香糖,878,False,,Khác / chưa xác định
2151,洗衣凝珠,878,False,,Khác / chưa xác định
2152,花边/蕾丝,878,False,,Khác / chưa xác định
2153,龙井茶（非西湖）,877,False,,Khác / chưa xác định
2154,乒乓球成品拍,876,False,,Thể thao bóng
2155,婴儿/儿童游泳圈,876,False,,Đồ dùng cho bé
2156,家具锁,876,False,,Khác / chưa xác định
2157,挡圈,876,False,,Khác / chưa xác định
2158,蒸格,876,False,,Khác / chưa xác định
2159,牙签,874,False,,Khác / chưa xác định
